Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Product,Category,Quantity,Unit_Price,Discount,Sales,Profit,Payment_Method,Order_Status
ORD-10688,2023-08-14,CUST-0065,Nandini Rastogi,Female,55,Coimbatore,Tamil Nadu,Apple iPad Air M2,Electronics,1,54900.0,10.0,49410.0,7839.72,Cash on Delivery,Delivered
ORD-10437,2023-08-15,CUST-0012,Divya Rao,Female,25,Bengaluru,Karnataka,Fossil Minimalist Chronograph Watch,Fashion,1,11495.0,5.0,10920.25,3905.81,Net Banking,Delivered
ORD-10253,2023-08-16,CUST-0009,Aditya Joshi,Male,33,Pune,Maharashtra,Nivia Storm Football Size 5,Sports & Fitness,2,699.0,20.0,1118.4,387.71,Credit Card,Delivered
ORD-10320,2023-08-16,CUST-0002,Priya Patel,Female,32,Ahmedabad,Gujarat,Nike Air Max 270 Sneakers,Fashion,2,8995.0,5.0,17090.5,5286.66,Net Banking,Delivered
ORD-10415,2023-08-16,CUST-0022,Shweta Mishra,Female,31,Kanpur,Uttar Pradesh,Logitech MX Master 3S Mouse,Electronics,1,8995.0,20.0,7196.0,-431.76,UPI,Returned
ORD-10125,2023-08-18,CUST-0133,Shruti Desai,Female,27,Bhopal,Madhya Pradesh,Logitech MX Master 3S Mouse,Electronics,3,8995.0,25.0,20238.75,4722.38,UPI,Delivered
ORD-10809,2023-08-18,CUST-0019,Deepak Bhatt,Male,36,Indore,Madhya Pradesh,Apple iPhone 15 (128GB),Electronics,1,74999.0,15.0,63749.15,9179.88,Credit Card,Delivered
ORD-10717,2023-08-19,CUST-0024,Tanvi Kulkarni,Female,23,Pune,Maharashtra,Prestige Induction Cooktop 2000W,Home & Kitchen,2,2899.0,15.0,4928.3,1241.93,UPI,Delivered
ORD-10183,2023-08-20,CUST-0017,Arjun Kapoor,Male,31,Mumbai,Maharashtra,The Psychology of Money by Morgan Housel,Books & Stationery,1,399.0,10.0,359.1,127.36,Credit Card,Delivered
ORD-10524,2023-08-21,CUST-0018,Ritu Choudhury,Female,28,Surat,Gujarat,Boat Rockerz 450 Bluetooth Headset,Electronics,1,1499.0,10.0,1349.1,440.71,UPI,Delivered
ORD-10564,2023-08-21,CUST-0004,Ananya Iyer,Female,29,Chennai,Tamil Nadu,Ikigai: Japanese Secret to a Long Happy Life,Books & Stationery,3,350.0,20.0,840.0,291.2,UPI,Pending
ORD-10725,2023-08-21,CUST-0009,Aditya Joshi,Male,33,Pune,Maharashtra,Philips All-in-One Trimmer MG7715,Beauty & Personal Care,3,3295.0,25.0,7413.75,1977.0,UPI,Pending
ORD-10362,2023-08-22,CUST-0098,Rhea Bhattacharya,Female,36,Gurugram,Haryana,Zara Classic Linen Casual Shirt,Fashion,3,2990.0,10.0,8073.0,3013.92,UPI,Pending
ORD-10516,2023-08-22,CUST-0011,Karan Malhotra,Male,38,Noida,Uttar Pradesh,Prestige Induction Cooktop 2000W,Home & Kitchen,2,2899.0,20.0,4638.4,1125.59,Credit Card,Delivered
ORD-10059,2023-08-26,CUST-0104,Chetan Singhania,Male,56,Chennai,Tamil Nadu,Maybelline Superstay Matte Ink Lipstick,Beauty & Personal Care,1,499.0,5.0,474.05,206.21,Cash on Delivery,Delivered
ORD-10284,2023-08-28,CUST-0023,Rajesh Pillai,Male,48,Coimbatore,Tamil Nadu,Maybelline Superstay Matte Ink Lipstick,Beauty & Personal Care,1,499.0,0.0,499.0,224.55,Credit Card,Delivered
ORD-10500,2023-08-29,CUST-0038,Monika Soni,Female,31,Jaipur,Rajasthan,The Psychology of Money by Morgan Housel,Books & Stationery,3,399.0,0.0,1197.0,454.86,Cash on Delivery,Delivered
ORD-10518,2023-08-29,CUST-0024,Tanvi Kulkarni,Female,23,Pune,Maharashtra,Parker Frontier Matte Black Fountain Pen,Books & Stationery,3,650.0,20.0,1560.0,621.92,UPI,Delivered
ORD-10104,2023-08-30,CUST-0035,Abhishek Das,Male,34,Kolkata,West Bengal,Dell XPS 13 Core i7 Laptop,Electronics,1,109990.0,5.0,104490.5,14141.05,Credit Card,Delivered
ORD-10794,2023-08-30,CUST-0103,Ojas Trivedi,Male,24,Kochi,Kerala,Mi 360 Home Security Camera 2K,Electronics,3,2999.0,15.0,7647.45,2064.81,Credit Card,Delivered
ORD-10802,2023-08-30,CUST-0025,Siddharth Jain,Male,33,Jaipur,Rajasthan,Dyson V8 Absolute Cordless Vacuum,Home & Kitchen,2,31900.0,0.0,63800.0,0.0,Credit Card,Cancelled
ORD-10311,2023-09-01,CUST-0017,Arjun Kapoor,Male,31,Mumbai,Maharashtra,Forest Essentials Soundarya Face Cream,Beauty & Personal Care,3,2850.0,0.0,8550.0,4104.0,UPI,Delivered
ORD-10120,2023-09-02,CUST-0018,Ritu Choudhury,Female,28,Surat,Gujarat,Milton Thermosteel Flip Flask 1000ml,Home & Kitchen,3,950.0,0.0,2850.0,940.5,Net Banking,Delivered
ORD-10710,2023-09-02,CUST-0010,Neha Gupta,Female,26,New Delhi,Delhi,Atomic Habits by James Clear,Books & Stationery,1,499.0,20.0,399.2,124.55,Debit Card,Delivered
ORD-10292,2023-09-03,CUST-0002,Priya Patel,Female,32,Ahmedabad,Gujarat,Forest Essentials Soundarya Face Cream,Beauty & Personal Care,1,2850.0,10.0,2565.0,1149.12,UPI,Delivered
ORD-10233,2023-09-04,CUST-0019,Deepak Bhatt,Male,36,Indore,Madhya Pradesh,Fitbit Charge 6 Advanced Fitness Tracker,Sports & Fitness,1,14499.0,15.0,12324.15,2440.18,Debit Card,Delivered
ORD-10709,2023-09-04,CUST-0016,Sunita Deshmukh,Female,42,Nagpur,Maharashtra,Mi 360 Home Security Camera 2K,Electronics,2,2999.0,20.0,4798.4,1247.58,Net Banking,Delivered
ORD-10788,2023-09-04,CUST-0005,Rohan Mukherjee,Male,35,Kolkata,West Bengal,Fossil Minimalist Chronograph Watch,Fashion,1,11495.0,5.0,10920.25,3905.81,UPI,Pending
ORD-10367,2023-09-05,CUST-0089,Isha Patil,Female,50,Gurugram,Haryana,Milton Thermosteel Flip Flask 1000ml,Home & Kitchen,2,950.0,0.0,1900.0,-114.0,Credit Card,Returned
ORD-10174,2023-09-06,CUST-0022,Shweta Mishra,Female,31,Kanpur,Uttar Pradesh,Samsung Galaxy S24 5G,Electronics,1,69999.0,0.0,69999.0,12599.82,UPI,Delivered
ORD-10686,2023-09-06,CUST-0091,Shreya Desai,Female,23,Chandigarh,Punjab,The Psychology of Money by Morgan Housel,Books & Stationery,1,399.0,20.0,319.2,105.12,UPI,Delivered
ORD-10018,2023-09-07,CUST-0015,Manish Tiwari,Male,29,Lucknow,Uttar Pradesh,The Body Shop British Rose Shower Gel,Beauty & Personal Care,2,795.0,10.0,1431.0,587.66,Credit Card,Delivered
ORD-10439,2023-09-07,CUST-0065,Nandini Rastogi,Female,55,Coimbatore,Tamil Nadu,Logitech MX Master 3S Mouse,Electronics,1,8995.0,25.0,6746.25,-404.77,UPI,Returned
ORD-10207,2023-09-08,CUST-0029,Harish Hegde,Male,40,Mysuru,Karnataka,Atomic Habits by James Clear,Books & Stationery,1,499.0,0.0,499.0,179.64,Debit Card,Delivered
ORD-10629,2023-09-08,CUST-0062,Shreya Aggarwal,Female,43,New Delhi,Delhi,Levi's 511 Slim Fit Denim,Fashion,1,2899.0,5.0,2754.05,1011.65,UPI,Delivered
ORD-10220,2023-09-09,CUST-0019,Deepak Bhatt,Male,36,Indore,Madhya Pradesh,The Body Shop British Rose Shower Gel,Beauty & Personal Care,2,795.0,20.0,1272.0,485.06,Debit Card,Delivered
ORD-10309,2023-09-09,CUST-0060,Mayank Singhania,Male,22,Chandigarh,Punjab,Levi's 511 Slim Fit Denim,Fashion,3,2899.0,0.0,8697.0,3304.86,UPI,Delivered
ORD-10592,2023-09-10,CUST-0015,Manish Tiwari,Male,29,Lucknow,Uttar Pradesh,Forest Essentials Soundarya Face Cream,Beauty & Personal Care,2,2850.0,15.0,4845.0,2093.04,UPI,Delivered
ORD-10826,2023-09-10,CUST-0003,Rahul Verma,Male,24,Bengaluru,Karnataka,Maybelline Superstay Matte Ink Lipstick,Beauty & Personal Care,1,499.0,5.0,474.05,206.21,Debit Card,Delivered
ORD-10161,2023-09-11,CUST-0015,Manish Tiwari,Male,29,Lucknow,Uttar Pradesh,Levi's 511 Slim Fit Denim,Fashion,1,2899.0,10.0,2609.1,0.0,UPI,Cancelled
ORD-10498,2023-09-12,CUST-0009,Aditya Joshi,Male,33,Pune,Maharashtra,Philips Digital Air Fryer HD9252,Home & Kitchen,1,8499.0,20.0,6799.2,1473.16,UPI,Pending
ORD-10795,2023-09-15,CUST-0059,Tara Subramanian,Female,38,Ludhiana,Punjab,Minimalist 10% Niacinamide Serum,Beauty & Personal Care,1,599.0,0.0,599.0,275.54,UPI,Pending
ORD-10800,2023-09-17,CUST-0116,Rhea Bhatia,Female,41,Gurugram,Haryana,Fitbit Charge 6 Advanced Fitness Tracker,Sports & Fitness,1,14499.0,20.0,11599.2,2211.58,Debit Card,Delivered
ORD-10417,2023-09-18,CUST-0032,Bhavna Shah,Female,37,Mumbai,Maharashtra,Boldfit Anti-Tear NBR Yoga Mat,Sports & Fitness,1,999.0,25.0,749.25,262.24,Credit Card,Delivered
ORD-10434,2023-09-19,CUST-0019,Deepak Bhatt,Male,36,Indore,Madhya Pradesh,Logitech MX Master 3S Mouse,Electronics,1,8995.0,0.0,8995.0,2518.6,Cash on Delivery,Delivered
ORD-10743,2023-09-22,CUST-0053,Kabir Singhania,Male,33,Chennai,Tamil Nadu,Moleskine Classic Hard Cover Ruled Journal,Books & Stationery,4,1799.0,25.0,5397.0,1888.95,Credit Card,Delivered
ORD-10321,2023-09-23,CUST-0019,Deepak Bhatt,Male,36,Indore,Madhya Pradesh,Apple iPhone 15 (128GB),Electronics,1,74999.0,0.0,74999.0,11999.84,Credit Card,Delivered
ORD-10376,2023-09-23,CUST-0044,Archana Pillai,Female,36,Coimbatore,Tamil Nadu,Forest Essentials Soundarya Face Cream,Beauty & Personal Care,1,2850.0,0.0,2850.0,1368.0,Net Banking,Delivered
ORD-10506,2023-09-23,CUST-0020,Meera Nambiar,Female,39,Thiruvananthapuram,Kerala,Ray-Ban Aviator Polarized Sunglasses,Fashion,1,7490.0,5.0,7115.5,2888.89,Credit Card,Delivered
ORD-10744,2023-09-23,CUST-0080,Kabir Mittal,Male,56,Bengaluru,Karnataka,Ray-Ban Aviator Polarized Sunglasses,Fashion,1,7490.0,5.0,7115.5,2888.89,Debit Card,Delivered
ORD-10842,2023-09-23,CUST-0020,Meera Nambiar,Female,39,Thiruvananthapuram,Kerala,Atomic Habits by James Clear,Books & Stationery,1,499.0,0.0,499.0,179.64,UPI,Delivered
ORD-10219,2023-09-25,CUST-0027,Nikhil Chauhan,Male,26,Ludhiana,Punjab,Nivia Storm Football Size 5,Sports & Fitness,2,699.0,10.0,1258.2,469.73,UPI,Delivered
ORD-10660,2023-09-25,CUST-0006,Sneha Reddy,Female,27,Hyderabad,Telangana,The Psychology of Money by Morgan Housel,Books & Stationery,2,399.0,25.0,598.5,189.53,UPI,Delivered
ORD-10821,2023-09-28,CUST-0074,Harshit Chopra,Male,27,Ludhiana,Punjab,Yonex Muscle Power 29 Badminton Racket,Sports & Fitness,1,2390.0,0.0,2390.0,812.6,Net Banking,Delivered
ORD-10023,2023-10-05,CUST-0015,Manish Tiwari,Male,29,Lucknow,Uttar Pradesh,Levi's 511 Slim Fit Denim,Fashion,2,2899.0,5.0,5508.1,2023.31,Credit Card,Delivered
ORD-10182,2023-10-05,CUST-0018,Ritu Choudhury,Female,28,Surat,Gujarat,Parker Frontier Matte Black Fountain Pen,Books & Stationery,1,650.0,15.0,552.5,228.74,UPI,Delivered
ORD-10666,2023-10-07,CUST-0021,Gaurav Saxena,Male,27,Bhopal,Madhya Pradesh,Philips Digital Air Fryer HD9252,Home & Kitchen,1,8499.0,15.0,7224.15,1625.43,Debit Card,Delivered
ORD-10745,2023-10-07,CUST-0002,Priya Patel,Female,32,Ahmedabad,Gujarat,Parker Frontier Matte Black Fountain Pen,Books & Stationery,1,650.0,5.0,617.5,274.58,Net Banking,Delivered
ORD-10825,2023-10-07,CUST-0078,Suraj Patil,Male,30,Jaipur,Rajasthan,Ikigai: Japanese Secret to a Long Happy Life,Books & Stationery,1,350.0,0.0,350.0,140.0,Credit Card,Delivered
ORD-10225,2023-10-09,CUST-0017,Arjun Kapoor,Male,31,Mumbai,Maharashtra,Philips Digital Air Fryer HD9252,Home & Kitchen,1,8499.0,20.0,6799.2,1473.16,Debit Card,Delivered
ORD-10609,2023-10-09,CUST-0023,Rajesh Pillai,Male,48,Coimbatore,Tamil Nadu,The Body Shop British Rose Shower Gel,Beauty & Personal Care,1,795.0,0.0,795.0,349.8,UPI,Delivered
ORD-10672,2023-10-11,CUST-0015,Manish Tiwari,Male,29,Lucknow,Uttar Pradesh,Parker Frontier Matte Black Fountain Pen,Books & Stationery,1,650.0,25.0,487.5,186.88,Debit Card,Delivered
ORD-10756,2023-10-12,CUST-0024,Tanvi Kulkarni,Female,23,Pune,Maharashtra,Prestige Induction Cooktop 2000W,Home & Kitchen,1,2899.0,15.0,2464.15,620.97,Credit Card,Pending
ORD-10121,2023-10-16,CUST-0145,Isha Trivedi,Female,53,Lucknow,Uttar Pradesh,Nivia Storm Football Size 5,Sports & Fitness,1,699.0,0.0,699.0,279.6,Debit Card,Pending
ORD-10307,2023-10-17,CUST-0015,Manish Tiwari,Male,29,Lucknow,Uttar Pradesh,Prestige Induction Cooktop 2000W,Home & Kitchen,1,2899.0,10.0,2609.1,681.84,UPI,Delivered
ORD-10123,2023-10-19,CUST-0033,Sameer Khan,Male,30,Hyderabad,Telangana,Zara Classic Linen Casual Shirt,Fashion,1,2990.0,15.0,2541.5,914.94,Credit Card,Delivered
ORD-10185,2023-10-20,CUST-0127,Radhika Singhania,Female,37,Kolkata,West Bengal,Apple iPad Air M2,Electronics,1,54900.0,15.0,46665.0,7139.75,Cash on Delivery,Delivered
ORD-10063,2023-10-21,CUST-0149,Mayank Desai,Male,50,Kanpur,Uttar Pradesh,Ray-Ban Aviator Polarized Sunglasses,Fashion,2,7490.0,0.0,14980.0,6291.6,Credit Card,Delivered
ORD-10126,2023-10-21,CUST-0002,Priya Patel,Female,32,Ahmedabad,Gujarat,Maybelline Superstay Matte Ink Lipstick,Beauty & Personal Care,3,499.0,25.0,1122.75,421.03,Credit Card,Delivered
ORD-10128,2023-10-23,CUST-0025,Siddharth Jain,Male,33,Jaipur,Rajasthan,Apple iPhone 15 (128GB),Electronics,1,74999.0,0.0,74999.0,11999.84,Debit Card,Delivered
ORD-10179,2023-10-23,CUST-0124,Pranav Trivedi,Male,26,Ahmedabad,Gujarat,Moleskine Classic Hard Cover Ruled Journal,Books & Stationery,1,1799.0,5.0,1709.05,693.87,Net Banking,Delivered
ORD-10187,2023-10-24,CUST-0081,Radhika Singhania,Female,54,Gurugram,Haryana,Sony WH-1000XM5 ANC Headphones,Electronics,1,26990.0,0.0,26990.0,0.0,UPI,Cancelled
ORD-10656,2023-10-24,CUST-0123,Rhea Trivedi,Female,41,Gurugram,Haryana,Ikigai: Japanese Secret to a Long Happy Life,Books & Stationery,2,350.0,20.0,560.0,194.13,UPI,Pending
ORD-10274,2023-10-27,CUST-0023,Rajesh Pillai,Male,48,Coimbatore,Tamil Nadu,SleepyCat Memory Foam Ortho Mattress,Home & Kitchen,2,13999.0,20.0,22398.4,5823.58,UPI,Pending
ORD-10719,2023-10-27,CUST-0083,Isha Rastogi,Female,54,Gurugram,Haryana,Kent Grand Plus RO Water Purifier,Home & Kitchen,2,15499.0,25.0,23248.5,-1394.91,Cash on Delivery,Returned
ORD-10135,2023-10-28,CUST-0090,Dev Singhania,Male,47,Kolkata,West Bengal,Levi's 511 Slim Fit Denim,Fashion,1,2899.0,5.0,2754.05,1011.65,Net Banking,Delivered
ORD-10449,2023-11-02,CUST-0104,Chetan Singhania,Male,56,Chennai,Tamil Nadu,Parker Frontier Matte Black Fountain Pen,Books & Stationery,4,650.0,0.0,2600.0,1196.0,Credit Card,Delivered
ORD-10287,2023-11-03,CUST-0012,Divya Rao,Female,25,Bengaluru,Karnataka,Fossil Minimalist Chronograph Watch,Fashion,2,11495.0,0.0,22990.0,8506.3,Credit Card,Delivered
ORD-10608,2023-11-03,CUST-0025,Siddharth Jain,Male,33,Jaipur,Rajasthan,Minimalist 10% Niacinamide Serum,Beauty & Personal Care,2,599.0,25.0,898.5,344.43,UPI,Delivered
ORD-10695,2023-11-05,CUST-0076,Mayank Rastogi,Male,36,Jaipur,Rajasthan,Mi 360 Home Security Camera 2K,Electronics,1,2999.0,0.0,2999.0,-179.94,Net Banking,Returned
ORD-10747,2023-11-05,CUST-0077,Ojas Aggarwal,Male,39,Chandigarh,Punjab,Parker Frontier Matte Black Fountain Pen,Books & Stationery,1,650.0,15.0,552.5,228.74,UPI,Delivered
ORD-10061,2023-11-06,CUST-0055,Vidya Narang,Female,20,Gurugram,Haryana,Forest Essentials Soundarya Face Cream,Beauty & Personal Care,1,2850.0,10.0,2565.0,1149.12,Credit Card,Delivered
ORD-10622,2023-11-06,CUST-0017,Arjun Kapoor,Male,31,Mumbai,Maharashtra,Philips Digital Air Fryer HD9252,Home & Kitchen,2,8499.0,0.0,16998.0,4249.5,UPI,Delivered
ORD-10637,2023-11-06,CUST-0076,Mayank Rastogi,Male,36,Jaipur,Rajasthan,The Body Shop British Rose Shower Gel,Beauty & Personal Care,1,795.0,15.0,675.75,267.6,UPI,Delivered
ORD-10107,2023-11-07,CUST-0066,Aryan Desai,Male,22,Gurugram,Haryana,Decathlon 20kg Cast Iron Dumbbell Set,Sports & Fitness,1,3499.0,0.0,3499.0,979.72,Credit Card,Delivered
ORD-10193,2023-11-11,CUST-0055,Vidya Narang,Female,20,Gurugram,Haryana,Ikigai: Japanese Secret to a Long Happy Life,Books & Stationery,3,350.0,20.0,840.0,291.2,Debit Card,Pending
ORD-10349,2023-11-12,CUST-0033,Sameer Khan,Male,30,Hyderabad,Telangana,Forest Essentials Soundarya Face Cream,Beauty & Personal Care,2,2850.0,5.0,5415.0,2512.56,Credit Card,Delivered
ORD-10799,2023-11-12,CUST-0078,Suraj Patil,Male,30,Jaipur,Rajasthan,Decathlon 20kg Cast Iron Dumbbell Set,Sports & Fitness,2,3499.0,20.0,5598.4,1358.55,UPI,Pending
ORD-10299,2023-11-13,CUST-0029,Harish Hegde,Male,40,Mysuru,Karnataka,The Psychology of Money by Morgan Housel,Books & Stationery,1,399.0,20.0,319.2,105.12,UPI,Delivered
ORD-10584,2023-11-13,CUST-0005,Rohan Mukherjee,Male,35,Kolkata,West Bengal,Boldfit Anti-Tear NBR Yoga Mat,Sports & Fitness,1,999.0,25.0,749.25,262.24,Net Banking,Delivered
ORD-10625,2023-11-15,CUST-0026,Ishita Roy,Female,30,Kolkata,West Bengal,Ikigai: Japanese Secret to a Long Happy Life,Books & Stationery,3,350.0,5.0,997.5,385.7,UPI,Delivered
ORD-10626,2023-11-16,CUST-0068,Harshit Kaur,Male,45,Ludhiana,Punjab,Kent Grand Plus RO Water Purifier,Home & Kitchen,2,15499.0,5.0,29448.1,6831.96,UPI,Delivered
ORD-10100,2023-11-17,CUST-0030,Aarti Goswami,Female,29,Ahmedabad,Gujarat,Fitbit Charge 6 Advanced Fitness Tracker,Sports & Fitness,1,14499.0,10.0,13049.1,2679.42,UPI,Delivered
ORD-10263,2023-11-17,CUST-0005,Rohan Mukherjee,Male,35,Kolkata,West Bengal,Philips Digital Air Fryer HD9252,Home & Kitchen,1,8499.0,20.0,6799.2,1473.16,UPI,Delivered
ORD-10400,2023-11-17,CUST-0022,Shweta Mishra,Female,31,Kanpur,Uttar Pradesh,Samsung Galaxy S24 5G,Electronics,1,69999.0,25.0,52499.25,7874.89,UPI,Delivered
ORD-10423,2023-11-18,CUST-0061,Tara Desai,Female,34,Mysuru,Karnataka,Boldfit Anti-Tear NBR Yoga Mat,Sports & Fitness,1,999.0,15.0,849.15,320.98,Debit Card,Delivered
ORD-10499,2023-11-18,CUST-0146,Alok Desai,Male,27,Noida,Uttar Pradesh,Yonex Muscle Power 29 Badminton Racket,Sports & Fitness,1,2390.0,20.0,1912.0,563.4,Cash on Delivery,Delivered
ORD-10793,2023-11-18,CUST-0096,Dev Rastogi,Male,35,New Delhi,Delhi,OnePlus Nord CE 3 Lite 5G,Electronics,2,18499.0,20.0,29598.4,5130.39,UPI,Delivered
ORD-10290,2023-11-19,CUST-0014,Kavita Mehra,Female,34,Chandigarh,Punjab,Zara Classic Linen Casual Shirt,Fashion,1,2990.0,0.0,2990.0,1196.0,Credit Card,Delivered
ORD-10611,2023-11-21,CUST-0020,Meera Nambiar,Female,39,Thiruvananthapuram,Kerala,Nivia Storm Football Size 5,Sports & Fitness,1,699.0,0.0,699.0,279.6,Credit Card,Delivered
ORD-10643,2023-11-21,CUST-0022,Shweta Mishra,Female,31,Kanpur,Uttar Pradesh,Parker Frontier Matte Black Fountain Pen,Books & Stationery,3,650.0,10.0,1755.0,753.48,Cash on Delivery,Delivered
ORD-10565,2023-11-23,CUST-0002,Priya Patel,Female,32,Ahmedabad,Gujarat,Zara Classic Linen Casual Shirt,Fashion,1,2990.0,0.0,2990.0,1196.0,Credit Card,Delivered
ORD-10586,2023-11-23,CUST-0001,Aarav Sharma,Male,28,Mumbai,Maharashtra,Forest Essentials Soundarya Face Cream,Beauty & Personal Care,1,2850.0,20.0,2280.0,0.0,Cash on Delivery,Cancelled
ORD-10139,2023-11-25,CUST-0010,Neha Gupta,Female,26,New Delhi,Delhi,Kent Grand Plus RO Water Purifier,Home & Kitchen,1,15499.0,10.0,13949.1,3124.6,Credit Card,Delivered
ORD-10209,2023-11-25,CUST-0078,Suraj Patil,Male,30,Jaipur,Rajasthan,Fossil Minimalist Chronograph Watch,Fashion,1,11495.0,10.0,10345.5,3572.65,UPI,Delivered
ORD-10245,2023-11-25,CUST-0045,Mohit Suri,Male,25,Noida,Uttar Pradesh,The Psychology of Money by Morgan Housel,Books & Stationery,2,399.0,0.0,798.0,-47.88,Net Banking,Returned
ORD-10441,2023-11-25,CUST-0110,Suraj Narang,Male,30,Kanpur,Uttar Pradesh,Dell XPS 13 Core i7 Laptop,Electronics,1,109990.0,25.0,82492.5,9624.13,UPI,Delivered
ORD-10421,2023-11-26,CUST-0064,Kartik Chopra,Male,35,New Delhi,Delhi,Forest Essentials Soundarya Face Cream,Beauty & Personal Care,3,2850.0,20.0,6840.0,2845.44,UPI,Pending
ORD-10544,2023-11-28,CUST-0012,Divya Rao,Female,25,Bengaluru,Karnataka,SleepyCat Memory Foam Ortho Mattress,Home & Kitchen,2,13999.0,15.0,23798.3,6425.54,Credit Card,Delivered
ORD-10240,2023-11-29,CUST-0076,Mayank Rastogi,Male,36,Jaipur,Rajasthan,Sony WH-1000XM5 ANC Headphones,Electronics,1,26990.0,25.0,20242.5,3711.13,Cash on Delivery,Delivered
ORD-10689,2023-11-29,CUST-0051,Kabir Chopra,Male,37,Chennai,Tamil Nadu,Ikigai: Japanese Secret to a Long Happy Life,Books & Stationery,2,350.0,5.0,665.0,257.13,Debit Card,Pending
ORD-10829,2023-11-29,CUST-0054,Mayank Aggarwal,Male,54,Ahmedabad,Gujarat,Ikigai: Japanese Secret to a Long Happy Life,Books & Stationery,1,350.0,25.0,262.5,87.5,Credit Card,Delivered
ORD-10008,2023-12-01,CUST-0015,Manish Tiwari,Male,29,Lucknow,Uttar Pradesh,Philips All-in-One Trimmer MG7715,Beauty & Personal Care,2,3295.0,25.0,4942.5,1318.0,Cash on Delivery,Delivered
ORD-10162,2023-12-02,CUST-0106,Isha Aggarwal,Female,40,Coimbatore,Tamil Nadu,Parker Frontier Matte Black Fountain Pen,Books & Stationery,1,650.0,0.0,650.0,299.0,Credit Card,Delivered
ORD-10707,2023-12-02,CUST-0117,Kiara Chopra,Female,48,Jaipur,Rajasthan,Ray-Ban Aviator Polarized Sunglasses,Fashion,3,7490.0,15.0,19099.5,0.0,UPI,Cancelled
ORD-10761,2023-12-02,CUST-0031,Varun Menon,Male,32,Kochi,Kerala,Philips All-in-One Trimmer MG7715,Beauty & Personal Care,1,3295.0,20.0,2636.0,731.05,Net Banking,Delivered
ORD-10401,2023-12-03,CUST-0107,Kiara Aggarwal,Female,39,Kanpur,Uttar Pradesh,The Body Shop British Rose Shower Gel,Beauty & Personal Care,1,795.0,20.0,636.0,242.53,Debit Card,Delivered
ORD-10192,2023-12-04,CUST-0009,Aditya Joshi,Male,33,Pune,Maharashtra,Ikigai: Japanese Secret to a Long Happy Life,Books & Stationery,1,350.0,20.0,280.0,97.07,UPI,Delivered
ORD-10189,2023-12-05,CUST-0004,Ananya Iyer,Female,29,Chennai,Tamil Nadu,Maybelline Superstay Matte Ink Lipstick,Beauty & Personal Care,1,499.0,0.0,499.0,224.55,UPI,Delivered
ORD-10213,2023-12-05,CUST-0007,Vikram Singh,Male,41,Jaipur,Rajasthan,Philips All-in-One Trimmer MG7715,Beauty & Personal Care,1,3295.0,20.0,2636.0,731.05,UPI,Pending
ORD-10397,2023-12-05,CUST-0016,Sunita Deshmukh,Female,42,Nagpur,Maharashtra,Samsung Galaxy S24 5G,Electronics,1,69999.0,0.0,69999.0,12599.82,Credit Card,Pending
ORD-10322,2023-12-06,CUST-0031,Varun Menon,Male,32,Kochi,Kerala,Minimalist 10% Niacinamide Serum,Beauty & Personal Care,1,599.0,15.0,509.15,210.79,Debit Card,Delivered
ORD-10414,2023-12-06,CUST-0015,Manish Tiwari,Male,29,Lucknow,Uttar Pradesh,Nivia Storm Football Size 5,Sports & Fitness,2,699.0,20.0,1118.4,387.71,Credit Card,Delivered
ORD-10606,2023-12-06,CUST-0124,Pranav Trivedi,Male,26,Ahmedabad,Gujarat,Samsung Galaxy S24 5G,Electronics,1,69999.0,10.0,62999.1,-3779.95,UPI,Returned
ORD-10619,2023-12-06,CUST-0022,Shweta Mishra,Female,31,Kanpur,Uttar Pradesh,Philips Digital Air Fryer HD9252,Home & Kitchen,3,8499.0,5.0,24222.15,5853.69,UPI,Pending
ORD-10113,2023-12-08,CUST-0105,Chetan Aggarwal,Male,57,Thiruvananthapuram,Kerala,The Psychology of Money by Morgan Housel,Books & Stationery,3,399.0,5.0,1137.15,-68.23,Debit Card,Returned
ORD-10738,2023-12-10,CUST-0017,Arjun Kapoor,Male,31,Mumbai,Maharashtra,Fitbit Charge 6 Advanced Fitness Tracker,Sports & Fitness,1,14499.0,10.0,13049.1,2679.42,UPI,Delivered
ORD-10156,2023-12-12,CUST-0064,Kartik Chopra,Male,35,New Delhi,Delhi,Decathlon 20kg Cast Iron Dumbbell Set,Sports & Fitness,2,3499.0,0.0,6998.0,1959.44,Net Banking,Delivered
ORD-10280,2023-12-12,CUST-0010,Neha Gupta,Female,26,New Delhi,Delhi,Ray-Ban Aviator Polarized Sunglasses,Fashion,2,7490.0,25.0,11235.0,3932.25,Debit Card,Delivered
ORD-10389,2023-12-12,CUST-0059,Tara Subramanian,Female,38,Ludhiana,Punjab,The Psychology of Money by Morgan Housel,Books & Stationery,1,399.0,10.0,359.1,127.36,UPI,Delivered
ORD-10067,2023-12-13,CUST-0123,Rhea Trivedi,Female,41,Gurugram,Haryana,Minimalist 10% Niacinamide Serum,Beauty & Personal Care,1,599.0,0.0,599.0,0.0,Debit Card,Cancelled
ORD-10418,2023-12-13,CUST-0071,Kartik Kaur,Male,25,Gurugram,Haryana,Minimalist 10% Niacinamide Serum,Beauty & Personal Care,3,599.0,25.0,1347.75,516.64,UPI,Delivered
